lemma,definition,len_tokens,mean_log_freq,median_log_freq,miss_rate
feeling,the experiencing of affective and emotional states,4,-4.210310593735804,-4.18397630000339,0.25
fun,activities that are enjoyable or amusing,3,-5.299362633950024,-5.56304297459271,0.0
least,used to form the superlative,3,-3.80818026368593,-3.80818026368593,0.33333333333333337
waiting,the act of waiting (remaining inactive in one place while expecting something),7,-3.9371597109045817,-3.925728437342285,0.0
captain,an officer holding a rank below a major but above a lieutenant,5,-4.034400206317278,-4.058591034138056,0.0
quite,to a degree (not used with a negative),3,-4.130843031131206,-4.3992682590638434,0.0
husband,a married man; a woman's partner in marriage,5,-3.557923965559064,-3.7050335882015046,0.0
important,of great significance or value,3,-4.342574178269108,-4.456579957385668,0.0
speak,express in speech,2,-4.557944703931575,-4.557944703931575,0.0
laugh,produce laughter,2,-4.545910422578581,-4.545910422578581,0.0
truth,a fact that has been verified,2,-4.518730856047323,-4.518730856047323,0.0
trouble,a source of difficulty,2,-4.682575845867463,-4.682575845867463,0.0
town,an urban area with a fixed boundary that is smaller than a city,6,-4.337814822643941,-4.046013894781748,0.0
behind,in or to or toward the rear,1,-4.922482730678842,-4.922482730678842,0.0
though,(postpositive) however,2,-4.286361245431097,-4.286361245431097,0.5
hate,dislike intensely; feel antipathy or aversion towards,6,-4.977828450157313,-5.324387998881624,0.16666666666666663
dr.,a person who holds Ph.D. degree (or the equivalent) from an academic institution,6,-4.535578266353892,-4.714882000140369,0.0
playing,the act of playing a musical instrument,4,-4.289794589570015,-4.39961100542964,0.0
free,able to act at will; not hampered; not under compulsion or restraint,5,-5.005469901941369,-5.399560651285328,0.0
six,denoting a quantity consisting of six items or units,5,-5.118469481655329,-5.055366115826761,0.19999999999999996
dear,dearly loved,2,-4.142807965216502,-4.142807965216502,0.0
lord,terms referring to the Judeo-Christian God,4,-4.167309342369877,-4.278896454562161,0.25
anymore,at the present or from now on; usually used with a negative,4,-4.050997453919559,-4.10536449067423,0.0
office,place of business where professional or clerical duties are performed,6,-4.349469547017027,-4.3027626150336875,0.0
couple,a pair who associate with one another,2,-4.609586419463682,-4.609586419463682,0.0
welcome,accept gladly,2,-4.698134565953904,-4.698134565953904,0.0
team,a cooperative unit (especially in sports),4,-4.599819111581071,-4.317527019843203,0.0
almost,(of actions or states) slightly short of or not quite accomplished; all but,6,-4.251697681939897,-4.061262765792101,0.0
married,joined in matrimony,2,-4.87523382731664,-4.87523382731664,0.0
started,take the first step or steps in carrying out an action,6,-3.604671989808544,-3.819924750508809,0.0
save,"save from ruin, destruction, or harm",4,-4.348606667750829,-4.433586141309412,0.0
honey,a sweet yellow liquid produced by bees,5,-4.559724685010415,-4.674751635516073,0.0
dream,a series of mental images and emotions occurring during sleep,6,-4.522931394902809,-4.6400911802927265,0.0
met,come together,2,-2.9375914255065223,-2.9375914255065223,0.0
cool,neither warm nor very cold; giving relief from heat,5,-4.0507681731132665,-4.267929665987453,0.0
king,a male sovereign; ruler of a kingdom,4,-4.90709976118809,-4.87799678087638,0.0
full,containing as much or as many as is possible or normal,5,-3.8813259950253993,-3.8496464158703927,0.0
died,pass from physical life and lose all bodily attributes and functions necessary to sustain life,10,-4.4874434568456545,-4.56207488664002,0.09999999999999998
bitch,an unpleasant difficulty,2,-5.073386781199541,-5.073386781199541,0.0
mm,a metric unit of length equal to one thousandth of a meter,6,-4.907293960266665,-4.696725356112212,0.16666666666666663
telling,disclosing unintentionally,2,-5.679922675784425,-5.679922675784425,0.5
able,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,8,-3.8502751125067145,-4.212411506086151,0.125
tried,make an effort or attempt,3,-3.950590274711097,-4.49145428329793,0.0
alive,possessing life,2,-4.071206996153565,-4.071206996153565,0.0
jack,a small worthless amount,3,-4.427183011374589,-4.44445717146412,0.0
wow,a joke that seems extremely funny,4,-4.065661091095423,-3.966335908150123,0.0
sigh,heave or utter a sigh; breathe deeply and heavily,6,-4.6391544855142675,-4.563612198172162,0.0
foot,the part of the leg of a human being below the ankle joint,5,-4.1498131786444885,-3.9447382180411834,0.0
brought,take something or somebody with oneself somewhere,4,-3.2600872378908132,-3.2174788791633553,0.0
either,after a negative statement used as an intensive meaning something like `likewise' or `also',8,-4.08195689480888,-3.978127337218277,0.0
fact,a piece of information about circumstances that exist or events that have occurred,6,-4.364123881034325,-4.349174115220893,0.0
front,the side that is forward or prominent,3,-4.427060101178411,-4.085708155615262,0.0
human,characteristic of humanity,2,-5.140479969798996,-5.140479969798996,0.0
send,cause to go somewhere,3,-3.4362494112876507,-3.8949913028393475,0.0
safe,free from danger or the risk of harm,4,-4.122759951411033,-4.1790200346170945,0.0
john,a room or building equipped with one or more toilets,4,-3.921563151721973,-3.9218526451678914,0.25
country,a politically organized body of people under a single government,6,-4.237207482548356,-4.04047159459728,0.0
bed,a piece of furniture that provides a place to sleep,5,-4.027906354184393,-3.789921794482901,0.0
pick,select carefully from a group,3,-4.629323710570539,-4.551452212973215,0.0
buy,obtain by purchase; acquire by means of a financial transaction,6,-4.80699120530135,-5.197294761367516,0.0
stupid,lacking or marked by lack of intellectual acuity,5,-4.611610587612859,-4.6318431294313465,0.19999999999999996
promise,make a promise or commitment,3,-3.827400436480545,-3.7430682883067985,0.0
lie,be located or situated somewhere; occupy a certain position,6,-4.504483506812919,-4.081940236318216,0.16666666666666663
black,being of the achromatic color of maximum darkness; having little or no hue owing to absorption of almost all incident light,11,-4.3205921329160155,-4.287973604664366,0.18181818181818177
outside,outside a building,1,-3.9218526451678914,-3.9218526451678914,0.0
news,information about recent and important events,4,-4.173450725460974,-4.13477463002362,0.0
needs,a condition requiring relief,3,-4.646954783709655,-4.829474567875492,0.0
funny,arousing or provoking laughter,3,-5.3870632562077985,-5.9133276144897,0.0
seems,give a certain impression or have a certain outward aspect,5,-4.186933702150059,-4.081940236318216,0.0
street,a thoroughfare (usually including sidewalks) that is lined with buildings,6,-4.423288000171301,-4.212411506086151,0.16666666666666663
ahead,at or in the front,1,-3.7307917969497044,-3.7307917969497044,0.0
shoot,hit with a missile from a weapon,3,-4.0569710690430965,-3.9030562508611175,0.0
hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,14,-4.253925631465511,-4.374663770528295,0.0
white,being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light,11,-4.387555467544857,-4.287973604664366,0.18181818181818177
hurry,move very fast,2,-3.5838765390375436,-3.5838765390375436,0.0
sometimes,on certain occasions or in certain cases but not always,5,-3.909108351171978,-4.081940236318216,0.0
food,any substance that can be metabolized by an animal to give energy and build tissue,7,-4.2273923782748115,-4.243767006027735,0.1428571428571429
picture,a visual representation (of an object or scene or person or abstraction) produced on a surface,8,-4.572774849404924,-4.572260379528036,0.125
along,with a forward motion,2,-4.391457397960167,-4.391457397960167,0.0
cop,uncomplimentary terms for a policeman,3,-4.507459058995231,-4.507459058995231,0.33333333333333337
state,the territory occupied by one of the constituent administrative districts of a nation,6,-5.176684767467987,-5.132065470034771,0.0
running,(American football) a play in which a player attempts to carry the ball through or past the opposing team,9,-4.222701538377951,-4.1030027099023,0.0
jesus,a teacher and prophet born in Bethlehem and active in Nazareth; his life and sermons form the basis for Christianity (circa 4 BC - AD 29),14,-4.8939373140697295,-4.941166848541992,0.0714285714285714
lose,"fail to keep or to maintain; cease to have, either physically or in an abstract sense",7,-4.579201741710008,-4.848592928090026,0.0
cry,utter a sudden loud cry,4,-4.481836716650476,-4.415035759243349,0.0
gentleman,a man of refinement,2,-2.7390474118431456,-2.7390474118431456,0.5
drive,operate or control a vehicle,3,-4.373905563383681,-4.428276006620542,0.0
mrs.,a form of address for a married woman,4,-3.894818863706869,-4.103020565083858,0.0
control,exercise authoritative control or power over,4,-4.036470312710477,-3.783347068153959,0.25
law,the collection of rules imposed by authority,4,-4.653263052706678,-4.568326910436487,0.0
million,"(in Roman numerals, M written with a macron over it) denoting a quantity consisting of 1,000,000 items or units",9,-4.82630442995326,-4.627536079797785,0.33333333333333337
company,an institution created to conduct business,4,-4.486906861713284,-4.692620154670089,0.0
piece,a separate part of a whole,3,-3.857600582545409,-3.525241286466798,0.0
chuckle,laugh quietly or with restraint,3,-4.585422595435109,-4.678376004658846,0.0
secret,not open or public; kept private or not revealed,5,-3.9229650635219806,-4.102189155865502,0.0
living,the experience of being alive; the course of human events and activities,6,-3.9667303884262086,-3.9574890565859544,0.0
red,of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies,12,-4.453659493890635,-4.287973604664366,0.08333333333333337
ship,a vessel that carries passengers or freight,4,-4.759540660264427,-4.714095402263023,0.0
touch,"make physical contact with, come in contact with",5,-3.590214345951196,-4.056241727521635,0.0
sort,a category of things distinguished by some common characteristic or quality,6,-4.690305790024034,-4.944771608242873,0.0
sent,100 senti equal 1 kroon in Estonia,4,-4.667447837555009,-4.667447837555009,0.75
dinner,the main meal of the day served in the evening or at midday,6,-4.275424479905254,-4.326291885470113,0.0
ring,sound loudly and sonorously,3,-4.284762119489923,-4.284762119489923,0.33333333333333337
taken,understood in a certain way; made sense of,5,-3.5925940168125314,-3.877552233094265,0.0
become,enter or assume a certain state or condition,5,-4.199438744081602,-4.235320591938614,0.0
leaving,the act of departing,2,-4.693385430550895,-4.693385430550895,0.0
win,be the winner in a contest or competition; be victorious,4,-4.869266813163887,-4.688778852582587,0.0
air,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,9,-4.631279752904786,-4.27393294179081,0.0
parent,a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian,12,-4.0891115611381315,-4.250691254535671,0.08333333333333337
sign,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),9,-4.239352104525688,-4.370296352762475,0.11111111111111116
special,unique or specific to a person or thing or category,5,-4.2083763401276855,-4.655403345687913,0.0
